,Moisture,rainfall,Average Humidity,Mean Temp,max Temp,Min temp,alkaline,sandy,chalky,clay,millet yield
44,12.83275473,0.20511291,45,70,81,58,0,1,0,0,2.0
45,12.93266161,0.20236105,58,68,78,57,0,0,0,1,1.0
46,13.04729525,0.16655553,27,64,76,53,0,1,0,0,2.0
47,12.99599641,0.13364869,35,68,79,56,0,1,0,0,2.0
48,12.97598855,0.16297403,33,61,75,47,0,1,0,0,2.0
49,12.96488571,0.26244029,24,57,70,44,1,0,0,0,0.0
50,12.96671934,0.34866006,34,56,66,47,0,0,0,1,2.0
51,12.89354329,0.3132829,36,58,70,46,0,1,0,0,2.0
52,12.92064282,0.24893817,47,54,68,41,1,0,0,0,0.0
53,12.95699985,0.21139503,38,58,74,42,0,1,0,0,2.0
54,13.00500901,0.18104788,42,63,78,48,0,0,0,1,1.0
55,12.94590855,0.16706095,36,65,80,50,0,1,0,0,2.0
56,12.86579061,0.2056398,45,68,83,52,0,0,1,0,0.0
57,12.86920432,0.19301918,44,70,86,55,1,0,0,0,0.0
58,12.9500147,0.29078419,45,75,87,63,0,0,1,0,0.0
59,13.04582057,0.31073026,50,76,88,63,0,1,0,0,2.0
60,12.79225003,0.2535624,47,76,86,65,0,1,0,0,4.0
61,12.84497027,0.28809325,48,78,90,66,1,0,0,0,0.0
62,12.87651912,0.27789621,59,77,89,65,1,0,0,0,0.0
63,12.88004896,0.23477725,61,72,83,62,1,0,0,0,0.0
64,12.75241677,0.25988332,59,76,85,66,0,0,0,1,1.0
65,12.99225952,0.23821256,61,74,83,66,0,1,0,0,0.0
66,12.81282518,0.24275834,52,75,86,64,0,1,0,0,2.0
67,12.86900585,0.21390753,68,72,80,63,0,0,0,1,1.0
68,12.82901,0.22267875,62,68,80,57,1,0,0,0,0.0
69,12.98339476,0.22460861,64,66,77,56,0,0,0,1,1.0
70,12.69593817,0.20867334,58,68,82,54,0,0,0,1,1.0
71,12.93517397,0.22015464,48,73,87,59,1,0,0,0,0.0
72,13.08369857,0.24147998,36,78,91,64,0,1,0,0,2.0
73,12.85121798,0.28560557,40,80,95,65,1,0,0,0,0.0
74,13.02514127,0.301119,33,82,97,66,1,0,0,0,0.0
75,12.8965992,0.25605625,33,82,97,67,1,0,0,0,0.0
76,12.891914,0.24019075,33,80,96,65,1,0,0,0,0.0
77,12.90473543,0.24572588,35,80,96,63,0,0,1,0,0.0
78,12.95653115,0.27386408,43,79,92,66,0,0,0,1,1.0
79,12.93295397,0.23189624,36,81,96,66,0,1,0,0,2.0
80,12.88135765,0.27144763,43,76,86,66,0,0,0,1,1.0
81,13.05383788,0.15342658,32,76,89,62,1,0,0,0,0.0
82,12.71946763,0.14389701,37,74,87,60,0,0,0,1,4.0
83,13.07791711,0.08972662,34,75,90,60,0,1,0,0,2.0
84,12.97638176,0.09120516,27,80,97,62,0,0,0,1,2.0
85,12.91358741,0.1372778,28,84,94,73,0,0,0,1,2.0
86,12.85613556,0.10768843,28,84,94,74,0,1,0,0,2.0
87,12.81972198,0.07695559,22,78,93,64,1,0,0,0,0.0
88,12.87508403,0.10906583,21,82,91,73,1,0,0,0,0.0
89,12.80488196,0.12941,23,76,88,63,0,1,0,0,2.0
90,12.85937622,0.09000015,21,75,91,59,0,1,0,0,2.0
91,12.93603432,0.09558814,23,77,95,59,0,1,0,0,2.0
92,12.70182541,0.08988969,21,79,97,61,0,1,0,0,4.0
93,12.93267546,0.12240879,22,80,98,61,0,0,0,1,2.0
94,12.90349709,0.08412435,22,84,101,66,1,0,0,0,0.0
95,12.79976749,0.04538749,18,85,104,66,1,0,0,0,4.0
96,12.83555461,0.07730968,15,88,102,74,0,0,0,1,2.0
97,12.74881273,0.07068936,13,81,94,68,1,0,0,0,4.0
98,12.88368141,0.0151269,11,76,89,62,1,0,0,0,0.0
99,12.86520303,0.01387918,14,72,86,59,1,0,0,0,0.0
100,13.00793468,0.08298048,19,68,87,50,0,0,0,1,2.0
101,12.93156969,0.0545119,17,77,91,63,1,0,0,0,0.0
102,12.95548102,0.06093378,22,80,97,63,0,0,0,1,2.0
103,12.92532857,0.0,22,84,101,67,1,0,0,0,4.0
104,12.79884075,0.02043946,16,84,100,69,0,0,1,0,4.0
105,12.8922017,0.00642048,15,90,100,79,1,0,0,0,0.0
106,12.93210979,0.03583846,17,84,98,70,0,0,0,1,2.0
107,12.86633092,0.06777985,20,85,100,70,0,0,1,0,0.0
108,12.99457432,0.04620565,22,86,103,68,0,0,0,1,2.0
109,12.81932721,0.01812981,18,90,104,75,0,0,0,1,2.0
110,12.97780575,0.04954826,21,90,106,75,1,0,0,0,0.0
111,12.84481326,0.05862999,19,90,102,78,0,1,0,0,2.0
112,12.87858252,0.12675816,31,88,100,69,1,0,0,0,0.0
113,13.16848358,0.11645147,40,84,99,70,0,0,0,1,2.0
114,13.03350541,0.06654542,34,84,100,68,1,0,0,0,0.0
115,12.85667124,0.10557575,30,86,100,71,0,0,0,1,2.0
116,12.79855652,0.18707732,38,86,99,72,1,0,0,0,4.0
117,13.0424415,0.09733837,65,78,92,65,0,0,0,1,1.0
118,13.06713169,0.01139799,64,74,83,66,1,0,0,0,0.0
119,12.84861673,0.0393005,57,80,94,66,1,0,0,0,0.0
120,12.76143094,0.01833598,43,82,93,71,0,1,0,0,4.0
121,12.77739937,0.0,47,84,97,72,0,0,0,1,1.0
122,12.98599461,0.01841964,48,79,88,70,0,1,0,0,2.0
123,12.98904523,0.0,45,81,94,68,1,0,0,0,4.0
124,12.89762805,0.0,40,82,95,70,0,0,0,1,4.0
125,13.04044767,0.0,41,86,99,72,1,0,0,0,4.0
126,13.02292811,0.0,29,91,103,79,1,0,0,0,0.0
127,12.84824231,0.0018103,23,94,103,84,1,0,0,0,0.0
128,13.03967293,0.0,24,88,100,75,1,0,0,0,4.0
129,12.87747333,0.0,22,86,100,72,0,0,0,1,4.0
130,12.78374402,0.0,19,86,102,69,1,0,0,0,4.0
131,12.7877091,0.0,18,90,104,75,0,0,0,1,3.0
132,13.15602816,0.0,20,93,108,78,1,0,0,0,0.0
133,12.99800009,0.0,21,90,106,75,0,0,1,0,0.0
134,12.86535313,0.00014373,18,92,105,78,0,0,0,1,0.0
135,12.92328913,0.0,19,92,109,75,0,0,0,1,0.0
136,12.97671711,0.0,16,96,108,85,0,0,0,1,0.0
137,12.91136027,0.0,24,92,104,79,1,0,0,0,0.0
138,12.71082157,0.0,28,95,110,80,0,1,0,0,3.0
139,12.92824152,0.00948428,18,94,111,78,1,0,0,0,0.0
140,12.75012498,0.0,17,93,109,77,0,1,0,0,3.0
141,12.92398113,0.0,24,96,107,84,1,0,0,0,0.0
142,12.86359968,0.0,20,94,106,82,1,0,0,0,0.0
143,13.05844561,0.0,25,95,108,82,1,0,0,0,0.0
144,12.8842024,0.0,23,93,108,78,0,1,0,0,0.0
145,12.91362748,0.0,17,94,108,81,0,0,0,1,0.0
146,13.07964541,0.0,19,92,106,77,0,0,0,1,0.0
147,12.90118754,0.0,17,90,106,75,0,1,0,0,0.0
148,12.9457308,0.0,22,92,101,84,0,0,0,1,0.0
149,12.83778476,0.0,27,88,102,75,0,0,0,1,4.0
150,12.80567001,0.0,16,91,104,78,1,0,0,0,0.0
151,12.81552503,0.0,17,92,107,77,1,0,0,0,0.0
152,12.92430232,0.0,21,94,108,79,1,0,0,0,0.0
153,12.96266693,0.0280096,21,94,107,81,0,0,1,0,0.0
154,12.74584578,0.02282416,27,98,112,84,0,1,0,0,3.0
155,12.80519281,0.01609646,25,98,111,86,0,0,0,1,2.0
156,12.7548269,0.0,19,98,110,86,0,0,0,1,3.0
157,12.96431276,0.0,41,92,105,78,1,0,0,0,0.0
158,12.93740572,0.0,42,86,101,72,0,1,0,0,4.0
159,12.98323789,0.0,29,90,105,75,1,0,0,0,0.0
160,13.00284363,0.0,27,94,107,80,1,0,0,0,0.0
161,12.84606001,0.0,25,95,108,82,0,0,0,1,0.0
162,12.81510243,0.0,26,90,105,76,0,0,0,1,0.0
163,12.97176935,0.0,26,92,104,80,0,0,1,0,0.0
164,12.82662659,0.0,35,90,103,77,0,0,0,1,0.0
165,12.99055132,0.0,29,92,106,78,0,1,0,0,0.0
166,12.92437543,0.0,23,95,107,83,1,0,0,0,0.0
167,12.86078583,0.023315,23,96,109,83,0,1,0,0,2.0
168,12.91096848,0.00233476,21,96,108,84,1,0,0,0,0.0
169,12.8021534,0.0,22,99,111,87,1,0,0,0,0.0
170,12.6623916,0.01957236,27,98,108,87,0,0,0,1,3.0
171,12.8593074,0.01978735,32,100,111,88,0,0,0,1,2.0
172,12.69535264,0.0,43,94,106,83,0,1,0,0,3.0
173,12.97292146,0.0,64,86,98,73,0,0,1,0,4.0
174,12.74332259,0.0,69,86,97,74,0,1,0,0,4.0
175,12.78093314,0.0,62,92,101,82,0,0,0,1,1.0
176,12.76967675,0.0,74,85,93,77,0,0,0,1,1.0
177,12.65737421,0.0,88,76,81,71,0,0,0,1,1.0
178,12.97009424,0.0,87,82,90,75,1,0,0,0,4.0
179,12.95790528,0.0,75,85,93,77,0,1,0,0,4.0
180,12.80766071,0.0,70,86,94,79,0,1,0,0,4.0
181,12.98161439,0.0,59,88,97,79,1,0,0,0,4.0
182,12.84228447,0.0,62,88,95,81,0,1,0,0,4.0
183,12.96553339,0.0,69,86,95,76,0,1,0,0,4.0
184,13.06318621,0.00464197,70,82,90,74,0,1,0,0,0.0
185,12.80879208,0.05501373,81,82,87,76,0,1,0,0,0.0
186,12.89586068,0.00907195,91,77,85,69,0,0,0,1,1.0
187,12.9008969,0.03395804,74,83,92,74,0,0,0,1,1.0
188,12.94029116,0.02107807,68,85,95,75,0,1,0,0,0.0
189,12.86102311,0.0216866,62,86,98,75,0,1,0,0,0.0
190,12.98964283,0.03705747,58,89,99,79,0,1,0,0,2.0
191,13.01608558,0.01431591,64,86,93,79,0,1,0,0,0.0
192,12.96442041,0.0,68,82,89,75,0,0,0,1,1.0
193,12.71848089,0.0,86,82,88,76,0,0,0,1,1.0
194,13.038192,0.0,100,74,77,72,0,1,0,0,0.0
195,12.87156563,0.02482661,93,78,83,72,0,0,0,1,1.0
196,12.90961693,0.0,93,78,83,74,0,0,0,1,1.0
197,12.79487911,0.0,96,78,82,73,0,0,0,1,1.0
198,12.91505701,0.0012627,86,82,91,72,0,1,0,0,0.0
199,12.86809714,0.0,59,84,94,75,1,0,0,0,4.0
200,12.93196798,0.0,69,84,92,75,0,0,0,1,1.0
201,13.03810824,0.0,61,85,92,78,0,1,0,0,4.0
202,13.04107319,0.0,61,84,93,76,1,0,0,0,4.0
203,12.81880869,0.0,62,86,95,76,1,0,0,0,4.0
204,12.97071347,0.0,58,86,96,76,0,1,0,0,4.0
205,12.78119805,0.0,68,86,96,77,0,0,0,1,1.0
206,12.75788358,0.0,75,88,97,78,0,0,0,1,1.0
207,12.94244416,0.0,75,84,92,76,0,0,0,1,1.0
208,12.99851941,0.0,86,83,89,77,1,0,0,0,4.0
209,12.98017627,0.0,88,83,90,76,1,0,0,0,4.0
210,12.82287758,0.0,87,84,91,77,1,0,0,0,4.0
211,12.77816935,0.0,79,84,93,76,0,0,0,1,1.0
212,12.75202777,0.0,74,86,94,79,0,0,0,1,1.0
213,12.81406496,0.0,74,85,92,78,1,0,0,0,4.0
214,12.80867488,0.0,75,86,93,78,1,0,0,0,4.0
215,13.04449408,0.0,71,86,96,77,0,1,0,0,4.0
216,12.94497416,0.0,77,83,87,79,0,0,0,1,1.0
217,12.89902403,0.0,76,81,86,76,1,0,0,0,4.0
218,13.00938829,0.0,62,80,88,73,1,0,0,0,4.0
219,12.99431605,0.00279849,60,83,92,73,0,0,0,1,1.0
220,12.80411072,0.0,57,84,94,73,0,0,0,1,1.0
221,12.79365661,0.05569939,61,85,95,75,0,1,0,0,4.0
222,13.03831299,0.00322873,59,83,94,72,0,1,0,0,0.0
223,12.78821294,0.0,60,82,94,71,0,0,0,1,1.0
224,12.82729449,0.0,57,86,96,75,0,1,0,0,4.0
225,12.83767309,0.0,58,86,96,77,0,0,0,1,1.0
226,12.96863219,0.0017236,56,87,96,78,1,0,0,0,0.0
227,12.81612171,0.02568465,72,86,95,77,0,1,0,0,0.0
228,12.81421275,0.03114444,81,82,90,74,0,1,0,0,0.0
229,12.79395096,0.00542341,76,82,90,74,1,0,0,0,4.0
230,12.86866177,0.05764539,68,84,94,74,0,1,0,0,0.0
231,12.76361539,0.05615822,67,87,99,75,1,0,0,0,4.0
232,12.81346734,0.12807676,63,84,94,74,0,1,0,0,0.0
233,12.6653881,0.09054553,61,84,95,73,0,0,0,1,1.0
234,12.96601214,0.08645341,59,83,94,72,0,1,0,0,2.0
235,13.06056781,0.08125601,58,83,94,72,0,1,0,0,2.0
236,13.01369587,0.12160108,55,82,94,70,0,1,0,0,2.0
237,12.90812938,0.0896692,58,82,96,69,0,1,0,0,2.0
238,12.99891978,0.06855089,55,84,97,71,0,1,0,0,2.0
239,12.83417558,0.0,49,85,98,72,1,0,0,0,4.0
240,12.92001739,0.0,45,87,100,74,0,0,0,1,1.0
241,12.9204646,0.01430875,43,88,99,78,0,0,0,1,1.0
242,12.91773191,0.0,45,87,98,76,1,0,0,0,4.0
243,12.97911447,0.01929464,42,88,99,76,0,1,0,0,2.0
244,12.83907289,0.00153143,38,90,103,76,1,0,0,0,0.0
245,12.82668794,0.03682198,33,92,102,81,0,1,0,0,2.0
246,12.86236542,0.09207753,44,91,103,79,1,0,0,0,0.0
247,12.8858564,0.01210957,51,89,102,76,1,0,0,0,0.0
248,12.69884914,0.0,55,90,104,76,1,0,0,0,0.0
249,12.81447154,0.0,62,86,93,79,0,0,0,1,1.0
250,12.89036676,0.0,80,82,90,75,0,0,0,1,1.0
251,12.92069051,0.0,65,85,96,74,0,1,0,0,4.0
252,12.76920568,0.01277463,71,85,95,75,1,0,0,0,4.0
253,12.82614842,0.0,73,84,93,75,1,0,0,0,4.0
254,12.78536755,0.0,72,82,91,73,1,0,0,0,4.0
255,12.83268871,0.0,65,84,93,74,0,0,0,1,1.0
256,12.94441614,0.0037788,75,81,86,76,0,0,0,1,1.0
257,13.09024383,0.0,91,78,85,72,0,0,0,1,1.0
258,13.11317191,0.00237129,72,80,87,72,1,0,0,0,0.0
259,13.05115818,0.0,68,80,89,71,0,0,0,1,1.0
260,12.99904719,0.0,74,81,90,72,1,0,0,0,4.0
261,12.92745193,0.0,67,84,93,75,0,0,0,1,1.0
262,13.03979021,0.0,63,86,95,77,1,0,0,0,4.0
263,13.0221138,0.0,64,88,97,78,0,0,0,1,1.0
264,12.79414338,0.0,74,82,90,75,1,0,0,0,4.0
265,12.88158709,0.0,83,82,88,77,1,0,0,0,4.0
266,12.99286058,0.0,98,74,77,70,1,0,0,0,0.0
267,12.71536974,0.0,80,83,95,71,0,1,0,0,4.0
268,12.84082697,0.0,72,78,88,68,1,0,0,0,4.0
269,12.90668153,0.0,68,80,91,68,0,0,1,0,4.0
270,13.02253324,0.0,65,81,92,70,0,1,0,0,4.0
271,12.83321226,0.0,61,80,92,69,0,0,0,1,1.0
272,12.84397846,0.0,57,82,95,70,1,0,0,0,4.0
273,12.81902505,0.0,52,82,94,71,1,0,0,0,4.0
274,12.80943308,0.0,48,82,94,70,0,0,0,1,1.0
275,12.82666294,0.0,49,82,94,70,1,0,0,0,4.0
276,13.00039168,0.0,46,82,94,71,0,1,0,0,4.0
277,12.94538536,0.0,43,80,95,64,0,1,0,0,4.0
278,12.85012523,0.0,40,82,95,69,0,1,0,0,4.0
279,12.95080323,0.0,36,82,95,69,1,0,0,0,4.0
280,12.84328268,0.0,36,82,92,71,1,0,0,0,4.0
281,12.94521868,0.0,42,81,96,66,1,0,0,0,4.0
282,12.96116359,0.0,42,80,95,66,0,0,0,1,1.0
283,12.84499908,0.0,43,81,95,67,0,1,0,0,4.0
284,12.86337843,0.0,40,80,95,66,1,0,0,0,4.0
285,12.85857189,0.0,42,80,95,66,0,0,0,1,1.0
286,13.02023982,0.0,40,82,94,69,0,1,0,0,4.0
287,12.91434986,0.0,38,80,93,66,1,0,0,0,4.0
288,12.83631843,0.0,37,78,93,63,0,0,0,1,4.0
289,12.95237993,0.0,37,79,94,64,0,0,0,1,4.0
290,12.86597382,0.0,38,80,93,66,0,1,0,0,4.0
291,12.94588754,0.0,36,80,92,67,1,0,0,0,4.0
292,12.9769035,0.0,39,77,90,64,1,0,0,0,4.0
293,12.93412241,0.0,49,75,85,65,0,0,0,1,1.0
294,13.02147618,0.01149473,45,72,87,58,1,0,0,0,0.0
295,12.92997165,0.0,37,72,89,55,1,0,0,0,4.0
296,12.77609757,0.0,41,72,90,55,0,0,0,1,1.0
297,12.92964871,0.0,41,76,91,62,0,1,0,0,4.0
298,12.92680794,0.0,51,75,92,58,1,0,0,0,4.0
299,12.78616469,0.0,37,74,93,56,0,0,0,1,4.0
300,12.7610756,0.0,38,74,91,58,0,0,0,1,4.0
301,12.90291119,0.0,37,72,91,52,0,1,0,0,4.0
302,12.9745077,0.0,41,72,89,55,0,1,0,0,4.0
303,12.88294982,0.0,32,73,90,56,1,0,0,0,4.0
304,12.87063665,0.0,35,73,91,55,1,0,0,0,4.0
305,12.88653809,0.0,31,74,90,59,0,0,0,1,4.0
306,12.8119448,0.0,36,72,86,57,1,0,0,0,4.0
307,12.99472645,0.01435425,35,76,88,63,1,0,0,0,0.0
308,12.91744475,0.00571548,37,73,86,60,0,0,1,0,0.0
309,12.8741056,0.0,34,70,86,53,1,0,0,0,4.0
310,12.9605597,0.0,39,68,85,52,0,1,0,0,4.0
311,12.85733467,0.0,41,68,84,51,1,0,0,0,4.0
312,12.82579329,0.0,48,68,86,51,0,1,0,0,4.0
313,12.80439038,0.0,49,70,87,53,0,1,0,0,4.0
314,12.93032373,0.0,45,70,88,52,0,1,0,0,4.0
315,12.89043643,0.0,38,70,87,54,0,0,0,1,4.0
316,12.99727927,0.0,36,72,87,58,0,1,0,0,4.0
317,12.88018749,0.0,43,71,86,56,1,0,0,0,4.0
318,12.83514877,0.0,44,72,87,56,0,1,0,0,4.0
319,12.73767377,0.0,46,70,86,54,1,0,0,0,4.0
320,12.83687285,0.0,43,66,82,51,0,0,0,1,1.0
321,12.84888748,0.00858497,35,66,84,48,0,0,0,1,2.0
322,12.86477537,0.0,41,68,87,48,1,0,0,0,4.0
323,12.93699263,0.0,40,70,89,50,0,0,1,0,4.0
324,12.83265382,0.0,38,69,88,50,0,0,0,1,4.0
325,12.89417985,0.0,44,70,88,52,1,0,0,0,4.0
326,12.83398961,0.0,40,70,87,54,0,1,0,0,4.0
327,12.86123298,0.0,36,70,83,57,0,1,0,0,4.0
328,12.94827086,0.0,38,70,82,58,0,0,0,1,4.0
329,12.86313248,0.00161407,37,70,81,59,1,0,0,0,0.0
330,12.95589414,0.09070998,41,72,83,62,1,0,0,0,0.0
331,12.96057575,0.13591922,41,70,84,55,0,0,0,1,1.0
332,12.95504875,0.07068956,42,66,82,50,0,1,0,0,2.0
333,13.02114448,0.0,40,64,76,51,1,0,0,0,4.0
334,12.91385361,0.01282597,34,60,73,48,0,0,0,1,2.0
335,12.84304201,0.07029979,31,59,74,44,1,0,0,0,0.0
336,12.96742639,0.07579706,44,58,74,43,1,0,0,0,0.0
337,12.722943,0.06050627,40,56,76,37,0,0,0,1,4.0
338,12.89207876,0.09101022,41,60,78,41,1,0,0,0,0.0
339,12.96178014,0.03092234,45,62,81,42,0,1,0,0,2.0
340,12.80992509,0.01243261,47,62,81,44,0,1,0,0,2.0
341,12.86050625,0.02803159,39,62,79,46,1,0,0,0,0.0
342,12.71737147,0.0,45,62,79,45,0,1,0,0,4.0
343,12.88078703,0.01225841,47,63,81,45,1,0,0,0,0.0
344,12.68229575,0.01394837,45,61,74,48,0,1,0,0,4.0
345,12.97584419,0.00350056,41,62,75,48,1,0,0,0,0.0
346,12.9858336,0.02202529,50,59,74,44,0,1,0,0,2.0
347,12.68514146,0.00274983,47,56,74,39,1,0,0,0,4.0
348,12.98250215,0.03893473,47,58,74,41,0,1,0,0,2.0
349,12.95072674,0.03893959,40,57,73,41,0,1,0,0,2.0
350,12.86827266,0.03775054,61,57,72,42,1,0,0,0,0.0
351,13.02691042,0.0165269,55,58,74,42,0,1,0,0,2.0
352,12.81016974,0.02979187,51,56,72,40,0,0,0,1,1.0
353,12.95207759,0.06215368,59,56,70,42,0,0,0,1,1.0
354,12.69224986,0.07964038,65,60,69,51,0,1,0,0,4.0
355,12.78604299,0.1153688,65,59,72,46,1,0,0,0,4.0
356,12.74962058,0.13252595,63,58,70,46,1,0,0,0,4.0
357,12.67720369,0.08593014,55,56,71,41,0,0,0,1,1.0
358,12.8377564,0.0440461,49,56,72,40,1,0,0,0,0.0
359,13.03691103,0.0,48,58,74,41,0,0,0,1,1.0
360,12.76414702,0.0,48,61,77,45,1,0,0,0,4.0
361,13.01745317,0.02360537,46,62,77,46,0,0,0,1,1.0
362,12.64042757,0.00797621,54,62,78,45,1,0,0,0,4.0
363,12.95784488,0.0,45,64,74,53,1,0,0,0,4.0
364,12.95805635,0.0,45,65,74,56,0,0,0,1,1.0
365,13.0211267,0.0,57,67,77,57,0,1,0,0,4.0
366,12.8683332,0.0,63,66,77,54,0,0,0,1,1.0
367,12.95174974,0.0,54,60,68,51,1,0,0,0,4.0
368,13.06183004,0.00463658,46,53,66,40,1,0,0,0,0.0
369,12.83290703,0.00038962,52,52,68,37,0,1,0,0,0.0
370,12.91001776,0.0,51,54,71,36,0,0,0,1,1.0
371,12.88226015,0.00324931,38,54,70,38,0,1,0,0,0.0
372,12.91284946,0.02004627,54,54,69,38,0,0,1,0,0.0
373,12.83218857,0.05019087,54,54,72,37,1,0,0,0,0.0
374,12.84815907,0.00621426,58,58,77,39,0,1,0,0,2.0
375,12.5737012,0.0682302,61,60,77,42,0,1,0,0,4.0
376,12.87574669,0.03867695,41,61,77,45,1,0,0,0,0.0
377,12.94814747,0.0414143,41,62,78,46,1,0,0,0,0.0
378,12.68827114,0.02179417,48,64,80,48,0,0,0,1,1.0
379,12.82515187,0.06208248,47,66,81,51,1,0,0,0,0.0
380,13.0369974,0.08525869,46,69,85,53,0,1,0,0,2.0
381,12.87527648,0.01770803,47,70,85,56,0,1,0,0,2.0
382,12.91220552,0.03297588,50,70,81,58,0,0,0,1,1.0
383,12.87385651,0.00338271,55,64,77,52,1,0,0,0,0.0
384,12.68879348,0.01337133,57,60,73,48,1,0,0,0,4.0
385,12.93414395,0.0533169,42,65,71,59,0,0,0,1,1.0
386,12.96644689,0.04093459,42,58,71,46,0,1,0,0,2.0
387,13.00576093,0.03354535,53,56,71,42,0,0,0,1,1.0
388,12.85445686,0.11087863,43,56,70,42,1,0,0,0,0.0
389,12.87889698,0.17361032,46,55,71,39,0,1,0,0,0.0
390,12.97210737,0.11545592,42,58,73,42,0,1,0,0,2.0
391,13.13508356,0.1102721,47,60,76,43,0,1,0,0,2.0
392,12.9247268,0.06226051,48,63,80,46,0,1,0,0,2.0
393,12.93770687,0.04107468,44,66,83,48,1,0,0,0,0.0
394,12.87591711,0.08735555,44,66,84,49,1,0,0,0,0.0
395,12.82582751,0.14401957,44,68,85,51,0,0,0,1,1.0
396,12.95192187,0.13853161,43,70,85,54,1,0,0,0,0.0
397,12.96233664,0.07401617,32,70,85,55,0,0,0,1,2.0
398,12.76941371,0.05403291,39,68,83,54,0,0,0,1,4.0
399,13.08323053,0.21334303,40,65,82,48,0,1,0,0,2.0
400,12.97096179,0.2505521,34,66,84,49,0,0,0,1,2.0
401,13.01375574,0.264995,36,68,86,51,1,0,0,0,0.0
402,12.80996176,0.16440192,39,70,86,54,0,0,0,1,2.0
403,12.8743958,0.12811633,36,70,84,55,0,0,0,1,2.0
404,12.82464289,0.09962944,40,74,86,63,0,0,0,1,2.0
405,12.949096,0.07095528,41,68,84,52,0,0,0,1,1.0
406,12.99493977,0.12643599,36,68,86,51,1,0,0,0,0.0
407,12.8742538,0.21997917,40,72,90,54,0,1,0,0,2.0
408,12.89556977,0.19983787,33,74,91,56,0,1,0,0,2.0
409,12.94050182,0.22083074,38,73,89,57,0,1,0,0,2.0
410,13.05508616,0.24263603,34,75,87,63,1,0,0,0,0.0
411,13.15486567,0.25107319,45,74,88,59,0,0,0,1,1.0
412,12.91519939,0.25686013,47,76,88,63,0,0,1,0,0.0
413,12.95844909,0.27893227,51,76,90,61,0,0,0,1,1.0
414,12.82315759,0.30401618,49,76,92,61,1,0,0,0,0.0
415,12.74910827,0.25451679,48,77,92,62,0,1,0,0,4.0
416,12.81706506,0.16124102,39,77,93,61,0,0,0,1,2.0
417,12.83571656,0.09406781,44,77,94,60,0,1,0,0,2.0
